Id	id_lot	nb_piece	typologie	prix_tva_reduite	prix_tva_normale	prix_HT	prix_m2_HT	prix_m2_TTC	orientation	exterieur	balcony	garden	parking	ville	departement	date_fin_programme	adresse_entiere	date_extraction	surface	etage	nom_programme	promoteur	index
675	63_2_LesJardinsdeVarennes_Bouygues	3	Appartement		235000.0	195833.33	3108.47	3730.16	NO	0	1	0	1	Saint-Jean-le-Blanc	45	novembre 2023	55 B RUE DES VARENNES 45650 Saint-Jean-le-Blanc	2021-11-08	63.0	2.0	Les Jardins de Varennes	Bouygues	675.0
676	63_1_LesJardinsdeVarennes_Bouygues	3	Appartement		237500.0	197916.67	3123.19	3747.83	SO	0	1	0	1	Saint-Jean-le-Blanc	45	novembre 2023	55 B RUE DES VARENNES 45650 Saint-Jean-le-Blanc	2021-11-08	63.37	1.0	Les Jardins de Varennes	Bouygues	676.0
677	63_1__1_LesJardinsdeVarennes_Bouygues	3	Appartement		239000.0	199166.67	3124.67	3749.61	SE	0	1	0	1	Saint-Jean-le-Blanc	45	novembre 2023	55 B RUE DES VARENNES 45650 Saint-Jean-le-Blanc	2021-11-08	63.74	1.0	Les Jardins de Varennes	Bouygues	677.0
678	66_2_LesJardinsdeVarennes_Bouygues	3	Appartement		242000.0	201666.67	3028.03	3633.63	NO	0	1	0	1	Saint-Jean-le-Blanc	45	novembre 2023	55 B RUE DES VARENNES 45650 Saint-Jean-le-Blanc	2021-11-08	66.6	2.0	Les Jardins de Varennes	Bouygues	678.0
679	68_1_LesJardinsdeVarennes_Bouygues	3	Appartement		243500.0	202916.67	2951.94	3542.33	SE	0	1	0	1	Saint-Jean-le-Blanc	45	novembre 2023	55 B RUE DES VARENNES 45650 Saint-Jean-le-Blanc	2021-11-08	68.74	1.0	Les Jardins de Varennes	Bouygues	679.0
680	63_2__1_LesJardinsdeVarennes_Bouygues	3	Appartement		247000.0	205833.33	3248.12	3897.74	SO	0	1	0	1	Saint-Jean-le-Blanc	45	novembre 2023	55 B RUE DES VARENNES 45650 Saint-Jean-le-Blanc	2021-11-08	63.37	2.0	Les Jardins de Varennes	Bouygues	680.0
681	68_2_LesJardinsdeVarennes_Bouygues	3	Appartement		256000.0	213333.33	3103.48	3724.18	SE	0	1	0	1	Saint-Jean-le-Blanc	45	novembre 2023	55 B RUE DES VARENNES 45650 Saint-Jean-le-Blanc	2021-11-08	68.74	2.0	Les Jardins de Varennes	Bouygues	681.0
682	80_1_LesJardinsdeVarennes_Bouygues	4	Appartement		303500.0	252916.67	3159.88	3791.85	NO	0	1	0	1	Saint-Jean-le-Blanc	45	novembre 2023	55 B RUE DES VARENNES 45650 Saint-Jean-le-Blanc	2021-11-08	80.04	1.0	Les Jardins de Varennes	Bouygues	682.0
684	80_1__1_LesJardinsdeVarennes_Bouygues	4	Appartement		304500.0	253750.0	3171.88	3806.25	NO	0	1	0	1	Saint-Jean-le-Blanc	45	novembre 2023	55 B RUE DES VARENNES 45650 Saint-Jean-le-Blanc	2021-11-08	80.0	1.0	Les Jardins de Varennes	Bouygues	684.0
685	80_2_LesJardinsdeVarennes_Bouygues	4	Appartement		305500.0	254583.33	3180.7	3816.84	NO	0	1	0	1	Saint-Jean-le-Blanc	45	novembre 2023	55 B RUE DES VARENNES 45650 Saint-Jean-le-Blanc	2021-11-08	80.04	2.0	Les Jardins de Varennes	Bouygues	685.0
686	81_2_LesJardinsdeVarennes_Bouygues	4	Appartement		311000.0	259166.67	3199.59	3839.51	NO	0	1	0	1	Saint-Jean-le-Blanc	45	novembre 2023	55 B RUE DES VARENNES 45650 Saint-Jean-le-Blanc	2021-11-08	81.0	2.0	Les Jardins de Varennes	Bouygues	686.0
692	82_1_PatioKipolis_Bouygues	4	Appartement		302000.0	251666.67	3042.76	3651.31	Traversant	0	1	0	1	Tours	37	mai 2024	26 AVENUE GUSTAVE EIFFEL 37100 Tours	2021-11-08	82.71	1.0	Patio Kipolis	Bouygues	692.0
693	81_2_PatioKipolis_Bouygues	4	Appartement		302000.0	251666.67	3094.01	3712.81	Traversant	0	1	0	1	Tours	37	mai 2024	26 AVENUE GUSTAVE EIFFEL 37100 Tours	2021-11-08	81.34	2.0	Patio Kipolis	Bouygues	693.0
694	85_1_PatioKipolis_Bouygues	4	Appartement		312000.0	260000.0	3043.07	3651.69	Traversant	0	1	0	1	Tours	37	mai 2024	26 AVENUE GUSTAVE EIFFEL 37100 Tours	2021-11-08	85.44	1.0	Patio Kipolis	Bouygues	694.0
695	81_2__1_PatioKipolis_Bouygues	4	Appartement		312000.0	260000.0	3196.46	3835.75	Traversant	0	1	0	1	Tours	37	mai 2024	26 AVENUE GUSTAVE EIFFEL 37100 Tours	2021-11-08	81.34	2.0	Patio Kipolis	Bouygues	695.0
696	85_1__1_PatioKipolis_Bouygues	4	Appartement		313000.0	260833.33	3053.18	3663.82	Traversant	0	1	0	1	Tours	37	mai 2024	26 AVENUE GUSTAVE EIFFEL 37100 Tours	2021-11-08	85.43	1.0	Patio Kipolis	Bouygues	696.0
704	42_1_LACLOSERIEParcdelaGloriette_Bouygues	2	Appartement		194000.0	161666.67	3842.8	4611.36	O	0	1	0	1	Jou̩-l̬s-Tours	37	mai 2024	AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours	2021-11-08	42.07	1.0	LA CLOSERIE Parc de la Gloriette	Bouygues	704.0
707	42_2_LACLOSERIEParcdelaGloriette_Bouygues	2	Appartement		200000.0	166666.67	3960.71	4752.85	O	0	1	0	1	Jou̩-l̬s-Tours	37	mai 2024	AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours	2021-11-08	42.08	2.0	LA CLOSERIE Parc de la Gloriette	Bouygues	707.0
708	41_2_LACLOSERIEParcdelaGloriette_Bouygues	2	Appartement		204000.0	170000.0	4134.24	4961.09	O	0	1	0	1	Jou̩-l̬s-Tours	37	mai 2024	AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours	2021-11-08	41.12	2.0	LA CLOSERIE Parc de la Gloriette	Bouygues	708.0
712	61_2_LACLOSERIEParcdelaGloriette_Bouygues	3	Appartement		264000.0	220000.0	3562.18	4274.61	O	0	1	0	1	Jou̩-l̬s-Tours	37	mai 2024	AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours	2021-11-08	61.76	2.0	LA CLOSERIE Parc de la Gloriette	Bouygues	712.0
715	67_1_LACLOSERIEParcdelaGloriette_Bouygues	3	Appartement		280000.0	233333.33	3482.59	4179.1	O	0	1	0	1	Jou̩-l̬s-Tours	37	mai 2024	AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours	2021-11-08	67.0	1.0	LA CLOSERIE Parc de la Gloriette	Bouygues	715.0
718	67_2_LACLOSERIEParcdelaGloriette_Bouygues	3	Appartement		284000.0	236666.67	3532.34	4238.81	O	0	1	0	1	Jou̩-l̬s-Tours	37	mai 2024	AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours	2021-11-08	67.0	2.0	LA CLOSERIE Parc de la Gloriette	Bouygues	718.0
726	88_2_LACLOSERIEParcdelaGloriette_Bouygues	4	Appartement		359000.0	299166.67	3375.84	4051.0	E	0	1	0	1	Jou̩-l̬s-Tours	37	mai 2024	AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours	2021-11-08	88.62	2.0	LA CLOSERIE Parc de la Gloriette	Bouygues	726.0
727	99_2_LACLOSERIEParcdelaGloriette_Bouygues	5	Appartement		389000.0	324166.67	3268.47	3922.16	E	0	1	0	1	Jou̩-l̬s-Tours	37	mai 2024	AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours	2021-11-08	99.18	2.0	LA CLOSERIE Parc de la Gloriette	Bouygues	727.0
728	110_1_LACLOSERIEParcdelaGloriette_Bouygues	4	Appartement		429000.0	357500.0	3229.45	3875.34	E	0	1	0	1	Jou̩-l̬s-Tours	37	mai 2024	AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours	2021-11-08	110.7	1.0	LA CLOSERIE Parc de la Gloriette	Bouygues	728.0
729	110_2_LACLOSERIEParcdelaGloriette_Bouygues	4	Appartement		435000.0	362500.0	3274.62	3929.54	E	0	1	0	1	Jou̩-l̬s-Tours	37	mai 2024	AVENUE DU PONT DE CHER 37300 Jou̩-l̬s-Tours	2021-11-08	110.7	2.0	LA CLOSERIE Parc de la Gloriette	Bouygues	729.0
730	60_2_LESALLEESD'OLYMPE_Bouygues	3	Appartement		197000.0	164166.67	2694.79	3233.75	SE	0	1	0	1	Montlouis-sur-Loire	37	mai 2023	Rue Eug̬ne Bizeau 37270 Montlouis-sur-Loire	2021-11-08	60.92	2.0	LES ALLEES D'OLYMPE	Bouygues	730.0
757	43_LESMOULINSBECKER2_Bouygues	2	Appartement		212000.0	176666.67	4089.51	4907.41	NE	0	1	0	1	Strasbourg	67	mai 2024	180 RUE DE LA GANZAU 67100 Strasbourg	2021-11-08	43.2	0.0	LES MOULINS BECKER 2	Bouygues	757.0
759	60_LESMOULINSBECKER2_Bouygues	3	Appartement		262000.0	218333.33	3585.11	4302.13	SE	0	1	0	1	Strasbourg	67	mai 2024	180 RUE DE LA GANZAU 67100 Strasbourg	2021-11-08	60.9	0.0	LES MOULINS BECKER 2	Bouygues	759.0
761	69_1_LESMOULINSBECKER2_Bouygues	3	Appartement		267000.0	222500.0	3219.97	3863.97	S	0	1	0	1	Strasbourg	67	mai 2024	180 RUE DE LA GANZAU 67100 Strasbourg	2021-11-08	69.1	1.0	LES MOULINS BECKER 2	Bouygues	761.0
767	73_1_LESMOULINSBECKER2_Bouygues	4	Appartement		297000.0	247500.0	3390.41	4068.49	NO	0	1	0	1	Strasbourg	67	mai 2024	180 RUE DE LA GANZAU 67100 Strasbourg	2021-11-08	73.0	1.0	LES MOULINS BECKER 2	Bouygues	767.0
769	75_1_LESMOULINSBECKER2_Bouygues	4	Appartement		311000.0	259166.67	3428.13	4113.76	S	0	1	0	1	Strasbourg	67	mai 2024	180 RUE DE LA GANZAU 67100 Strasbourg	2021-11-08	75.6	1.0	LES MOULINS BECKER 2	Bouygues	769.0
770	77_1_LESMOULINSBECKER2_Bouygues	4	Appartement		316000.0	263333.33	3393.47	4072.16	S	0	1	0	1	Strasbourg	67	mai 2024	180 RUE DE LA GANZAU 67100 Strasbourg	2021-11-08	77.6	1.0	LES MOULINS BECKER 2	Bouygues	770.0
771	80_1_LESMOULINSBECKER2_Bouygues	4	Appartement		322000.0	268333.33	3333.33	4000.0	NE	0	1	0	1	Strasbourg	67	mai 2024	180 RUE DE LA GANZAU 67100 Strasbourg	2021-11-08	80.5	1.0	LES MOULINS BECKER 2	Bouygues	771.0
772	86_1_LESMOULINSBECKER2_Bouygues	4	Appartement		326000.0	271666.67	3155.25	3786.3	S	0	1	0	1	Strasbourg	67	mai 2024	180 RUE DE LA GANZAU 67100 Strasbourg	2021-11-08	86.1	1.0	LES MOULINS BECKER 2	Bouygues	772.0
773	86_1__1_LESMOULINSBECKER2_Bouygues	4	Appartement		335000.0	279166.67	3234.84	3881.81	S	0	1	0	1	Strasbourg	67	mai 2024	180 RUE DE LA GANZAU 67100 Strasbourg	2021-11-08	86.3	1.0	LES MOULINS BECKER 2	Bouygues	773.0
774	87_1_LESMOULINSBECKER2_Bouygues	4	Appartement		337000.0	280833.33	3209.52	3851.43	S	0	1	0	1	Strasbourg	67	mai 2024	180 RUE DE LA GANZAU 67100 Strasbourg	2021-11-08	87.5	1.0	LES MOULINS BECKER 2	Bouygues	774.0
775	87_1__1_LESMOULINSBECKER2_Bouygues	4	Appartement		345000.0	287500.0	3289.47	3947.37	S	0	1	0	1	Strasbourg	67	mai 2024	180 RUE DE LA GANZAU 67100 Strasbourg	2021-11-08	87.4	1.0	LES MOULINS BECKER 2	Bouygues	775.0
777	99_1_LESMOULINSBECKER2_Bouygues	5	Appartement		382000.0	318333.33	3205.77	3846.93	S	0	1	0	1	Strasbourg	67	mai 2024	180 RUE DE LA GANZAU 67100 Strasbourg	2021-11-08	99.3	1.0	LES MOULINS BECKER 2	Bouygues	777.0
779	40_1_L'Inattendu2_Bouygues	2	Appartement		180500.0	150416.67	3751.04	4501.25	N	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	40.1	1.0	L'Inattendu 2	Bouygues	779.0
780	41_3_L'Inattendu2_Bouygues	2	Appartement		192500.0	160416.67	3898.34	4678.01	N	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	41.15	3.0	L'Inattendu 2	Bouygues	780.0
781	45_2_L'Inattendu2_Bouygues	2	Appartement		198500.0	165416.67	3673.48	4408.17	N	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	45.03	2.0	L'Inattendu 2	Bouygues	781.0
782	45_3_L'Inattendu2_Bouygues	2	Appartement		199500.0	166250.0	3691.98	4430.38	N	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	45.03	3.0	L'Inattendu 2	Bouygues	782.0
783	48_1_L'Inattendu2_Bouygues	2	Appartement		209500.0	174583.33	3584.14	4300.96	SE	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	48.71	1.0	L'Inattendu 2	Bouygues	783.0
784	48_2_L'Inattendu2_Bouygues	2	Appartement		210500.0	175416.67	3600.51	4320.61	SE	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	48.72	2.0	L'Inattendu 2	Bouygues	784.0
785	50_2_L'Inattendu2_Bouygues	2	Appartement		210500.0	175416.67	3502.03	4202.44	S	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	50.09	2.0	L'Inattendu 2	Bouygues	785.0
787	48_3_L'Inattendu2_Bouygues	2	Appartement		211500.0	176250.0	3617.61	4341.13	SE	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	48.72	3.0	L'Inattendu 2	Bouygues	787.0
788	48_4_L'Inattendu2_Bouygues	2	Appartement		215500.0	179583.33	3685.27	4422.33	SE	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	48.73	4.0	L'Inattendu 2	Bouygues	788.0
789	61_3_L'Inattendu2_Bouygues	3	Appartement		240500.0	200416.67	3267.84	3921.41	S	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	61.33	3.0	L'Inattendu 2	Bouygues	789.0
790	62_1_L'Inattendu2_Bouygues	3	Appartement		242500.0	202083.33	3238.0	3885.6	SE	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	62.41	1.0	L'Inattendu 2	Bouygues	790.0
791	61_1_L'Inattendu2_Bouygues	3	Appartement		243500.0	202916.67	3289.3	3947.16	S	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	61.69	1.0	L'Inattendu 2	Bouygues	791.0
792	61_2_L'Inattendu2_Bouygues	3	Appartement		243500.0	202916.67	3308.6	3970.32	S	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	61.33	2.0	L'Inattendu 2	Bouygues	792.0
793	62_3_L'Inattendu2_Bouygues	3	Appartement		247500.0	206250.0	3305.29	3966.35	SE	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	62.4	3.0	L'Inattendu 2	Bouygues	793.0
794	65_1_L'Inattendu2_Bouygues	3	Appartement						NO	1	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	65.2	1.0	L'Inattendu 2	Bouygues	794.0
795	64_1_L'Inattendu2_Bouygues	3	Appartement		248500.0	207083.33	3235.17	3882.21	S	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	64.01	1.0	L'Inattendu 2	Bouygues	795.0
796	65_2_L'Inattendu2_Bouygues	3	Appartement		249500.0	207916.67	3189.4	3827.27	NO	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	65.19	2.0	L'Inattendu 2	Bouygues	796.0
797	65_3_L'Inattendu2_Bouygues	3	Appartement		249500.0	207916.67	3189.4	3827.27	NO	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	65.19	3.0	L'Inattendu 2	Bouygues	797.0
799	64_3_L'Inattendu2_Bouygues	3	Appartement		252500.0	210416.67	3287.25	3944.7	S	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	64.01	3.0	L'Inattendu 2	Bouygues	799.0
800	65_1__1_L'Inattendu2_Bouygues	3	Appartement		254500.0	212083.33	3262.82	3915.38	NO	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	65.0	1.0	L'Inattendu 2	Bouygues	800.0
803	61_4__1_L'Inattendu2_Bouygues	3	Appartement		255500.0	212916.67	3484.15	4180.99	N	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	61.11	4.0	L'Inattendu 2	Bouygues	803.0
804	65_2__1_L'Inattendu2_Bouygues	3	Appartement		256500.0	213750.0	3288.46	3946.15	NO	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	65.0	2.0	L'Inattendu 2	Bouygues	804.0
806	65_3__1_L'Inattendu2_Bouygues	3	Appartement		258500.0	215416.67	3314.1	3976.92	NO	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	65.0	3.0	L'Inattendu 2	Bouygues	806.0
808	65_4_L'Inattendu2_Bouygues	3	Appartement		260500.0	217083.33	3339.74	4007.69	NO	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	65.0	4.0	L'Inattendu 2	Bouygues	808.0
811	65_1__2_L'Inattendu2_Bouygues	3	Appartement		267500.0	222916.67	3383.16	4059.8	S	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	65.89	1.0	L'Inattendu 2	Bouygues	811.0
812	65_3__2_L'Inattendu2_Bouygues	3	Appartement		270500.0	225416.67	3421.11	4105.33	S	0	1	0	1	Strasbourg	67	mai 2024	117 A ROUTE DES ROMAINS 67200 Strasbourg	2021-11-08	65.89	3.0	L'Inattendu 2	Bouygues	812.0
819	38_3_ECKO_Bouygues	2	Appartement		182000.0	151666.67	3890.88	4669.06	SE	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	38.98	3.0	ECKO	Bouygues	819.0
821	46_3_ECKO_Bouygues	2	Appartement		192000.0	160000.0	3472.98	4167.57	N	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	46.07	3.0	ECKO	Bouygues	821.0
822	44_3_ECKO_Bouygues	2	Appartement		212000.0	176666.67	4006.05	4807.26	E	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	44.1	3.0	ECKO	Bouygues	822.0
823	59_1_ECKO_Bouygues	3	Appartement		234000.0	195000.0	3278.96	3934.76	E	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	59.47	1.0	ECKO	Bouygues	823.0
826	59_2_ECKO_Bouygues	3	Appartement		240000.0	200000.0	3363.04	4035.65	E	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	59.47	2.0	ECKO	Bouygues	826.0
827	60_1_ECKO_Bouygues	3	Appartement		248000.0	206666.67	3422.2	4106.64	O	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	60.39	1.0	ECKO	Bouygues	827.0
828	59_3_ECKO_Bouygues	3	Appartement		252000.0	210000.0	3531.19	4237.43	E	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	59.47	3.0	ECKO	Bouygues	828.0
829	61_3_ECKO_Bouygues	3	Appartement		255000.0	212500.0	3460.35	4152.42	O	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	61.41	3.0	ECKO	Bouygues	829.0
830	60_1__1_ECKO_Bouygues	3	Appartement		266000.0	221666.67	3656.06	4387.27	O	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	60.63	1.0	ECKO	Bouygues	830.0
831	60_2_ECKO_Bouygues	3	Appartement		271000.0	225833.33	3724.78	4469.73	O	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	60.63	2.0	ECKO	Bouygues	831.0
833	79_2_ECKO_Bouygues	4	Appartement						E	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	79.73	2.0	ECKO	Bouygues	833.0
834	80_2_ECKO_Bouygues	4	Appartement		286000.0	238333.33	2978.79	3574.55	O	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	80.01	2.0	ECKO	Bouygues	834.0
835	77_2_ECKO_Bouygues	4	Appartement		287000.0	239166.67	3085.62	3702.75	SO	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	77.51	2.0	ECKO	Bouygues	835.0
836	80_3_ECKO_Bouygues	4	Appartement		291000.0	242500.0	3030.87	3637.05	O	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	80.01	3.0	ECKO	Bouygues	836.0
837	79_3_ECKO_Bouygues	4	Appartement		292000.0	243333.33	3051.97	3662.36	E	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	79.73	3.0	ECKO	Bouygues	837.0
838	77_2__1_ECKO_Bouygues	4	Appartement		292000.0	243333.33	3139.38	3767.26	SO	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	77.51	2.0	ECKO	Bouygues	838.0
839	83_1_ECKO_Bouygues	4	Appartement		307000.0	255833.33	3074.55	3689.46	Traversant	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	83.21	1.0	ECKO	Bouygues	839.0
840	83_2_ECKO_Bouygues	4	Appartement		314000.0	261666.67	3144.65	3773.58	Traversant	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	83.21	2.0	ECKO	Bouygues	840.0
841	83_3_ECKO_Bouygues	4	Appartement		321000.0	267500.0	3218.24	3861.89	Traversant	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	83.12	3.0	ECKO	Bouygues	841.0
842	98_4_ECKO_Bouygues	5	Appartement		367000.0	305833.33	3100.81	3720.98	Traversant	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	98.63	4.0	ECKO	Bouygues	842.0
844	101_4_ECKO_Bouygues	5	Appartement		384000.0	320000.0	3164.56	3797.47	SO	0	1	0	1	Eckbolsheim	67	mai 2023	20 RUE DES CHAMPS 67201 Eckbolsheim	2021-11-08	101.12	4.0	ECKO	Bouygues	844.0
884	43_1_LesAllesGutenberg_Bouygues	2	Appartement	178471.0	203000.1896	169166.82	3897.85	4677.42	SE	0	1	0	1	Schiltigheim	67	mai 2024	AVENUE DE LA 2E DIVISION BLINDEE 67300 Schiltigheim	2021-11-08	43.4	1.0	Les Alles Gutenberg	Bouygues	884.0
885	44_1_LesAllesGutenberg_Bouygues	2	Appartement	181108.0	205999.6209	171666.35	3883.85	4660.62	O	0	1	0	1	Schiltigheim	67	mai 2024	AVENUE DE LA 2E DIVISION BLINDEE 67300 Schiltigheim	2021-11-08	44.2	1.0	Les Alles Gutenberg	Bouygues	885.0
886	43_2_LesAllesGutenberg_Bouygues	2	Appartement	182867.0	208000.3791	173333.65	4003.09	4803.7	SE	0	1	0	1	Schiltigheim	67	mai 2024	AVENUE DE LA 2E DIVISION BLINDEE 67300 Schiltigheim	2021-11-08	43.3	2.0	Les Alles Gutenberg	Bouygues	886.0
887	45_1_LesAllesGutenberg_Bouygues	2	Appartement	183746.0	209000.1896	174166.82	3844.74	4613.69	SO	0	1	0	1	Schiltigheim	67	mai 2024	AVENUE DE LA 2E DIVISION BLINDEE 67300 Schiltigheim	2021-11-08	45.3	1.0	Les Alles Gutenberg	Bouygues	887.0
888	44_1__1_LesAllesGutenberg_Bouygues	2	Appartement	185065.0	210500.4739	175417.06	3959.75	4751.7	NE	0	1	0	1	Schiltigheim	67	mai 2024	AVENUE DE LA 2E DIVISION BLINDEE 67300 Schiltigheim	2021-11-08	44.3	1.0	Les Alles Gutenberg	Bouygues	888.0
889	45_2_LesAllesGutenberg_Bouygues	2	Appartement	194296.0	221000.1896	184166.82	4065.49	4878.59	SO	0	1	0	1	Schiltigheim	67	mai 2024	AVENUE DE LA 2E DIVISION BLINDEE 67300 Schiltigheim	2021-11-08	45.3	2.0	Les Alles Gutenberg	Bouygues	889.0
890	40_1_LesAllesGutenberg_Bouygues	2	Appartement		201000.0	167500.0	4125.62	4950.74	E	0	1	0	1	Schiltigheim	67	mai 2024	AVENUE DE LA 2E DIVISION BLINDEE 67300 Schiltigheim	2021-11-08	40.6	1.0	Les Alles Gutenberg	Bouygues	890.0
891	40_2_LesAllesGutenberg_Bouygues	2	Appartement		206000.0	171666.67	4228.24	5073.89	E	0	1	0	1	Schiltigheim	67	mai 2024	AVENUE DE LA 2E DIVISION BLINDEE 67300 Schiltigheim	2021-11-08	40.6	2.0	Les Alles Gutenberg	Bouygues	891.0
892	40_3_LesAllesGutenberg_Bouygues	2	Appartement		212000.0	176666.67	4351.4	5221.67	NE	0	1	0	1	Schiltigheim	67	mai 2024	AVENUE DE LA 2E DIVISION BLINDEE 67300 Schiltigheim	2021-11-08	40.6	3.0	Les Alles Gutenberg	Bouygues	892.0
894	43_3_LesAllesGutenberg_Bouygues	2	Appartement		215000.0	179166.67	4128.26	4953.92	E	0	1	0	1	Schiltigheim	67	mai 2024	AVENUE DE LA 2E DIVISION BLINDEE 67300 Schiltigheim	2021-11-08	43.4	3.0	Les Alles Gutenberg	Bouygues	894.0
